Unnamed: 0,Title,Content,Level,Tag,Category,Author
1235,AI 포트폴리오 만들기 - Airbnb 클론 프로젝트,"['최신 Object Detection 모델인 CenterNet을 이용한 Object Detection 프로젝트 진행경험', '글로벌 IT 기업인 Airbnb 데이터 사이언스팀에서 수행한 프로젝트와 동일한 클론 프로젝트 경험', 'GitHub Pages를 이용한 나만의 AI 포트폴리오 페이지 만들기']",초급자,"['딥러닝', '포트폴리오', 'GitHub']","['데이터 사이언스', '인공지능']",['AISchool']
1236,Vuetify Admin Template 만들기 - 기본편 (Based Vue2),"['Vue CLI를 통한 Vuetify 프로젝트 설정', 'Vuetify Grid System 으로 레이아웃 잡기', 'Vuetify Typography, Breakpoints, Color 등 기본기 학습']",초급자,"['Vue.js', 'Vuetify']","['개발 · 프로그래밍', '프론트엔드']",['짐코딩']
1237,머신러닝 엔지니어 실무,"['머신러닝 실험관리', '하이퍼파라미터 최적화', '머신러닝 실험 리포트 생성 자동화', '데이터 검증 TFDV', '모델 분석 Model Analysis', '리서치 코드 품질 관리', 'Kubeflow 실습', '모델 저장소 mlflow 실습', '모델 서빙 bentoML 실습']",중급자,['머신러닝'],"['BEST', '데이터 사이언스', '인공지능']",['Chris Song']
1238,워드프레스 제대로 개발하기 - 클라이언트 편,"['워드프레스로 웹사이트 만들기', '워드프레스 사이트 유지보수', '워드프레스 플러그인 늪에서 벗어나기']",중급자,"['WordPress', 'PHP']","['개발 · 프로그래밍', '웹 개발']",['안형우']
1239,직장인을 위한 자산관리 101,"['금융 상품의 이해', '배당투자, 퀀트투자 등 다양한 알파투자 방법', '지수투자와 포트폴리오 투자 등 베타투자 방법', '퇴직연금과 개인연금 활용법']",입문자,"['재테크', '투자']","['BEST', '자기계발', '금융 ·  재테크']",['양승화']
1240,혼자 공부하는 머신러닝+딥러닝,"['머신러닝', '딥러닝', '사이킷런', '텐서플로', '지도 학습', '비지도 학습', '인공 신경망', '합성곱 신경망', '순환 신경망']",초급자,"['머신러닝', '딥러닝']","['데이터 사이언스', '인공지능']",['박해선']
1241,면접을 부르는 [개발자 이력서] 쓰기,"['스펙이 낮아도 어필할 수 있는 개발자 이력서 쓰는 방법', ""SI업체 경력 등을 '개발자 역량'으로 포장하는 방법"", ""개발자 '서류 전형' 합격을 높여주는 이력서 쓰는 방법"", 'CTO와 CSO가 함께 알려주는 서류 전형 합격률을 높여주는 이력서 쓰는 법']",입문자,"['이력서', '포트폴리오']","['커리어', '취업 · 이직']",['Dev Secret']
1242,취준생이 반드시 읽어봐야 할 중고신입 전략,"['취업시장에서 나만의 경쟁력을 갖추는 구체적인 방법', ""최근 신입 채용시장에 '중고신입'이 많아진 이유"", '요즘 같이 취업이 어려운 시기에, 내가 진짜 가고 싶은 회사 가는법', '입사 후 3년, 어떻게 계획을 세우고 커리어를 만들어 나가야 하는지!']",입문자,['이력서'],"['커리어', '취업 · 이직']",['난나연구소']
1243,Skill-Up! 배워서 바로 쓰는 웹쉘 제작,"['웹쉘 개념', '웹쉘 동작 원리', '웹쉘 제작 방법', '부트스트랩 활용']",초급자,"['웹셸', 'Bootstrap']","['보안 · 네트워크', '보안']",['크리핵티브']
1244,[ISMS-P] ISMS-P WIN 크라운 모의고사 과정,"['ISMS-P 인증심사원 자격검정 문제풀이', '개인정보보호 관리체계 핵심사항']",초급자,['ISMS-P'],"['보안 · 네트워크', '보안']",['ISMS-P WIN']
1245,실전 자바스크립트,"['2020년 기준 자바스크립트 최신 문법', '클로저, 프로토타입, 프로미스 등의 자바스크립트 핵심 개념']",중급자,"['JavaScript', 'ES6']","['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['이재승']
1246,스스로 구축하는 AWS 클라우드 인프라 - 기본편,"['AWS 아키텍처 구현을 위한 기술과 관련 서비스', 'AWS의 핵심적인 주요 서비스들의 사용 방법과 세부 기능 및 옵션', 'AWS 클라우드 인프라를 구축하는 프로세스와 방법', 'AWS 클라우드 인프라를 구성하는 서비스들의 상관 관계와 클라우드 인프라의 작동 원리', 'AWS 클라우드 인프라를 직접 구축할 수 있는 역량과 자신감']",초급자,"['AWS', '서버리스']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['노마드 콘텐츠 랩']
1247,리눅스 커맨드라인 툴 (Full ver.),"['텍스트 처리, 검색, 시스템 정보, 개발 등의 분야에서 꼭 필요한 30여가지의 툴에 대해 강좌를 준비했습니다!!', 'vim에 대해 기초부터 고급 기능, 그리고 꿀팁까지 알려드립니다!!', '다 배우고나면 리눅스 터미널에서 여러 가지 작업을 쉽고!! 빠르게!! 할 수 있게 됩니다!!!']",초급자,['Linux'],"['BEST', '보안 · 네트워크', '시스템']",['ProgCoach4U']
1248,Svelte.js [Core API] 완벽 가이드,"['최신 Svelte.js의 Core API를 기초부터 탄탄하게 학습해요!', '자바스크립트 데이터의 불변성(Immutable)과 가변성(Mutable)에 대해서 이해할 수 있어요!', '자바스크립트의 비동기에 대해서 이해하고 여러 비동기 패턴을 학습해요!', 'Rollup.js의 기본 구성을 이해하고 추가 구성으로 실제 프로젝트를 만들어요!', ""Sortable.js를 핵심 모듈로 '트렐로(Trello) 클론 앱'을 만들고, Netlify 서비스에 가입하고 프로젝트를 지속적으로 배포(CD)할 수 있어요!""]",초급자,"['Svelte', 'Rollup', 'Sortable']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['HEROPY']
1249,자바 머신러닝 weka(웨카) 중급,"['weka 를 이용한 자바 머신러닝 실무 적용 방법', '비교분석에 의한 최적 알고리즘 채택', '특징선택만을 활용한 의사결정 근거도출', '한글 설문조사와 같은 정형 텍스트마이닝', '연관분석 이후 분류분석에 의한 인관관계 입증', '이미지 분석을 위한 인공신경망 적용', 'weka 와 R 프로그램 연동']",중급자,"['Java', '머신러닝', 'Weka']","['데이터 사이언스', '인공지능']",['자바라머신러닝']
1250,애니메이션과 이모티콘 만드는 진짜 애니메이트 클래스,"['애니메이트 기본 사용법', '카툰풍 캐릭터 애니메이션 제작 방법', '움직이는 이모티콘 제작 방법', '이모티콘 기획 및 등록 방법']",입문자,"['Animate', '애니메이션', '이모티콘']","['BEST', '크리에이티브', '그래픽 디자인']",['그리네모']
1251,쏙쏙 이해되는 강화학습 핵심이론,"['강화학습 기초 이론', 'Tensorflow 2.0 강화학습 프로그래밍']",초급자,"['강화학습', 'Tensorflow', '머신러닝']","['데이터 사이언스', '인공지능']",['Chris Song']
1252,최반장의 엑셀 피벗테이블 마스터 클래스,"['피벗테이블을 활용한 데이터 분석', '쉽고 빠르게 정확한 보고서의 작성', '피벗테이블과 피벗차트를 활용한 데이터 시각화', '필요한 데이터에 집중 분석할 수 있는 데이터 필터링', '슬라이서와 타임라인을 활용한 엑셀 대시보드 작성법', '다양한 연산을 활용한 데이터 요약 기술', '값 표시 형식을 활용한 고급 분석 기술']",초급자,"['Excel', 'MS-Office']","['BEST', '비즈니스 · 마케팅', '오피스']",['최반장']
1253,15일간의 빅데이터 파일럿 프로젝트,"['입문자/초보자도 따라만 하면 빅데이터•AI 프로젝트를 완성', '빅데이터•AI 프로젝트의 분석>설계>개발>적용 과정을 이해', '대용량 + 실시간 데이터를 처리하면서 분석에 활용하는 방법', '스마트카 미니 프로젝트로 빅데이터~AI로의 가치 창출 과정', '오픈소스를 프로젝트에 적용하고 아키텍처를 구성하는 방법']",초급자,"['빅데이터', 'Hadoop', 'Kafka', 'ZooKeeper', 'Flume']","['BEST', '데이터 사이언스', '데이터 분석']",['Big.D']
1254,프리랜서와 유튜버를 위한 [기초 세금 가이드],"['기초 세금 지식', '프리랜서와 사업자 등록', '종합소득세 - 원천징수부터 연말정산까지', '유튜버와 부가가치세 환급', '절세 전략']",입문자,"['회계', '재테크', '세무']","['비즈니스 · 마케팅', '경영']",['듀자미 스튜디오']
1255,"프론트엔드 개발환경의 이해와 실습 (webpack, babel, eslint..)","['모듈시스템을 사용하고 개발 환경을 자동화하는 방법(Webpack)', '최신 자바스크립트 문법을 사용하는 환경 만들기(Babel)', '동료와 협업하는 개발 환경 만들기 (ESLint, Prettier)']",중급자,"['Node.js', 'Webpack', 'Babel', 'ESLint']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['김정환']
1256,[백문이불여일타] 데이터 분석을 위한 고급 SQL,"['SQL로 데이터 가져오기', '코딩을 한 번도 해보지 않은 사람도 가능한 SQL 왕기초 시리즈 중 3번째 강의!']",중급자,['SQL'],"['BEST', '개발 · 프로그래밍', '데이터 사이언스']",['데이터리안']
1257,"성공적인 SQL 인젝션 공격을 위한, SQL 기본 문법","['데이터베이스란 무엇인가?', 'SQL이란 무엇인가?', 'MySQL 설치 방법(APMSetup 활용)', 'MySQL 기본 사용법', 'SQL 기본 명령어', 'SQL 연산자', 'SQL 함수', 'SQL 서브쿼리', 'SQL 기본 문법 활용']",초급자,"['SQL', '모의해킹', 'MySQL']","['보안 · 네트워크', '보안']",['크리핵티브']
1258,홍정모의 따라하며 배우는 C언어,"['프로그래밍 실력을 기초부터 탄탄하게!', 'C언어의 문법과 다양한 프로그래밍 요령을 동시에!', '평생 동안 나의 소중한 시간을 아껴주는 컴퓨터의 작동 원리 이해!']",입문자,['C'],"['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['홍정모']
1259,단 두 장의 문서로 데이터 분석과 시각화 뽀개기,"['판다스 치트 시트에서 전하는 핵심 기능', '파이썬 데이터 분석', '머신러닝, 딥러닝을 위한 데이터 전처리', '데이터 시각화', '서울시 코로나19 사이트를 판다스로 크롤링, 전처리, 분석, 시각화 하기']",초급자,"['Python', 'Pandas']","['BEST', '데이터 사이언스', '데이터 분석']",['박조은']
1260,"트렐로 개발로 배우는 Vuejs, Vuex, Vue-Router 프론트엔드 실전 기술","['Vuejs 기술에 대한 이해', 'Vuejs를 실제 개발 프로젝트에서 활용하는 방법', '싱글페이지 어플리케이션 (SPA)의 핵심 기능인 라우팅에 대한 이해', 'Vue-Router로 구현', 'Vuex의 활용법', '실무에서 퍼블리셔, 백엔드 엔지니어와 협업하는 방법']",중급자,"['JavaScript', 'Vue.js']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['김정환']
1261,우디의 진짜 쓰는 일러스트레이터,"['일러스트레이터 활용법', '로고 / 패키지 / 명함 / 포스터 디자인']",입문자,['Illustrator'],"['크리에이티브', '그래픽 디자인']",['롤스토리디자인연구소']
1262,Kotlin 문법 총 정리 - 1시간,"['코틀린 문법', '객체지향 프로그래밍', '함수형 프로그래밍', '비동기 프로그래밍']",입문자,['Kotlin'],"['개발 · 프로그래밍', '풀스택']",['오준석']
1263,Excel 기초와 수식 완전 정복(실무에 바로 적용하는 신비한 능력),"['엑셀 기초 개요와 수식 기초', '수식의 기초', '셀참조와 이름 정의', '실무에서 바로 사용하는 함수']",입문자,"['Excel', 'MS-Office']","['비즈니스 · 마케팅', '오피스']",['박쌤컴퓨터']
1264,유니티 2D RPG 게임 만들기,"['유니티', '유니티 2D RPG', 'C#']",초급자,"['Unity', 'unity2d', 'rpg']","['게임 개발', '게임 프로그래밍']",['코사트']
1265,크립토 투자의 정석,"['비트코인의 특성 및 투자시 리스크에 대해서 배울 수 있어요.', '암호화폐 생태계의 시장에 대한 깊이 있는 이해를 할 수 있어요.']",입문자,"['투자', '블록체인']","['자기계발', '금융 ·  재테크']",['대니월드']
1266,언리얼5 액션 RPG 만들어봐요!! 파트1,"['언리얼 엔진으로 액션 RPG 게임을 만들게 됩니다.', '다양한 언리얼에서 쓰이는 클래스들에 대해서 배울 수 있습니다.', '최대한 주석을 많이 달아서 공부할 것이 많은 언리얼 문법에 익숙해 질 수 있도록 합니다.', '언리얼에 익숙해지기 위해서 Native C++ 문법은 이후에 무료로 공유할 예정입니다.']",초급자,"['언리얼 C++', 'Unreal Engine']","['게임 개발', '게임 프로그래밍']",['김룡일']
1267,네이버클라우드 보안 아키텍처 및 비용,"['네이버클라우드 보안 아키텍처', '네이버클라우드 운영 비용 관리']",입문자,"['vpc', '네이버 클라우드']","['보안 · 네트워크', '클라우드']",['지금 당장']
1268,"Chat GPT, DALL-E로 배우는 생성형 AI의 핵심원리","['Chat GPT의 개념과 원리', 'Dall-E의 개념과 원리', '따라해보며 깨우치는 생성형 AI']",초급자,"['openai', '인공지능(AI)', 'ChatGPT', 'gpt']","['데이터 사이언스', '인공지능']",['SK엠앤서비스']
1269,"AI에게 좋은 답을 얻으려면, AI처럼 생각하라! 컴퓨팅 사고력","['컴퓨터에게 원하는 결과를 얻기 위한 컴퓨팅 사고력의 개념', '인공지능 시대에 맞는 문제해결을 위한 컴퓨팅 사고력', '컴퓨터에게 일을 시켜서 문제를 해결하는 방법']",입문자,"['데이터 리터러시', '알고리즘']","['데이터 사이언스', '인공지능']",['SK엠앤서비스']
1270,웹3.0 기술과 비즈니스 꿰뚫어 보기,"['웹3.0 기초 이해', '블록체인 기본 지식', '웸3.0에 따른 디지털 기술 지식', '웹3.0 관련 비즈니스 모델 파악']",입문자,"['web3', '블록체인', '메타버스']","['자기계발', '교양']",['SK엠앤서비스']
1271,차이를 만드는 AWS 클라우드 보안 첫걸음,"['AWS 클라우드 구축', '클라우드 보안']",초급자,"['AWS', 'iam']","['보안 · 네트워크', '보안']",['SK엠앤서비스']
1272,두근두근 인공지능 - 실습편 -,"['머신러닝 개발 방법', '노코드와 로우코드로 인공지능 만드는 법']",입문자,"['인공지능(AI)', '딥러닝', '머신러닝']","['데이터 사이언스', '인공지능']",['SK엠앤서비스']
1273,"기초탄탄, SQL 톺아보기 (입문과정)","['데이터베이스와 SQL 개념', 'SQL 설치 및 기본 사용법', 'SQL의 기본적인 명령어와 실습', 'SQL 주요 함수', 'SQL 실전 활용, 매출/경쟁력 분석']",입문자,"['SQL', 'DBMS/RDBMS', '데이터 엔지니어링']","['데이터 사이언스', '데이터 분석']",['SK엠앤서비스']
1274,일잘러가 알아야 할 AI 비즈니스 이야기,"['AI는 무엇이고 어떻게 동작하는가?', 'AI를 적용한 비즈니스의 생산성 향상', 'AI의 비즈니스 적용 사례 심층 분석', 'AI 자율 주행 / AI 마케팅 / AI 업무 자동화 / AI 금융 / AI 헬스케어 / AI HR', 'AI 도입 시 실무적 관점에서 고려사항']",입문자,"['인공지능(AI)', 'dt']","['비즈니스 · 마케팅', '기타']",['SK엠앤서비스']
1275,Kotlin으로 만드는 '심플셀스타그램' App,"['안드로이드 Activitiy와 Fragment의 생명주기 이해', '코틀린 변수/배열/조건문/반복문 사용법', '단, 4시간만에 코틀린으로 인기App 만들기']",입문자,['Kotlin'],"['개발 · 프로그래밍', '모바일 앱 개발']",['SK엠앤서비스']
1276,Solidworks 2023 3D모델링 동영상강좌 1부,"['솔리드웍스 인터페이스 구성 및 템플릿 설계', '솔리드웍스를 활용한 2D 스케치, 자유곡선(Spline), 3D', '솔리드웍스 5대 기능 : 돌출, 회전, 스윕, 로프트, 바운더리 핵']",초급자,"['SOLIDWORKS', '3d']","['크리에이티브', 'CAD · 3D 모델링']",['플모']
1277,실전 텍스트마이닝: 빅카인즈 기사 수집 후 LDA분석(텍스트마이닝/빅데이터 논문작성),"['파이썬을 활용한 텍스트마이닝 기법', '빅데이터/텍스트마이닝 논문 작성법']",초급자,"['빅데이터', '텍스트마이닝']","['데이터 사이언스', '데이터 분석']",['이진규']
1278,핵심만 쉽게 터득하는 SQL,"['데이터베이스와 스키마의 기본 개념', 'SQL에 대한 전반적인 이론 및 형식', '다양한 함수 사용을 통한 SQL 역량 확보', 'AI를 활용한 SQL 실전 활용 역량']",입문자,"['SQL', 'MySQL']","['개발 · 프로그래밍', '데이터베이스']",['마소캠퍼스']
1279,Power Automate Level 3 - 명함신청/외부방문등록/주차신청 자동화,"['Power Automate (Web)', '업무 자동화', '명함 신청 자동화', '외부 방문 등록 자동화', '주차 신청 자동화', '시스템이 없어 수기,이메일로 진행하던 일을 시스템을 만들고 자동화 합니다.']",초급자,"['Power Automate', 'MS-Office']","['비즈니스 · 마케팅', '업무 자동화']",['오마스']
1280,NAVER Cloud Boot Camp - 네이버 클라우드 부트 캠프,"['네이버 클라우드 플랫폼을 이용한 서비스 구축', '네이버 클라우드 플랫폼의 전체적인 서비스 라인업 및 핵심 서비스 소개', '네이버 클라우드 플랫폼 잘 활용하는 방법', '네이버 클라우드 플랫폼의 특장점 및 고객 사례 소개']",초급자,['네이버 클라우드'],"['개발 · 프로그래밍', '데브옵스 · 인프라']",['김석우(Sean Kim)']
1281,지금 당장 NestJS 백엔드 개발 [ToDo 리스트],"['NestJS', 'TypeORM', 'MySQL', 'DB 및 API 설계', 'HTTP 통신, JWT 인증', 'Swagger API 문서 자동화', 'e2e API 테스트 자동화', 'Repository 패턴']",초급자,['NestJS'],"['개발 · 프로그래밍', '백엔드']",['지금 당장']
1282,지금 당장 NestJS 백엔드 개발 [ToDo 리스트],"['NestJS', 'TypeORM', 'MySQL', 'DB 및 API 설계', 'HTTP 통신, JWT 인증', 'Swagger API 문서 자동화', 'e2e API 테스트 자동화', 'Repository 패턴']",초급자,['NestJS'],"['개발 · 프로그래밍', '백엔드']",['지금 당장']
1283,ChatGPT AI챗봇의 기본 활용법,"['ChatGPT 기본활용', 'ChatGPT 분야별 사용 사례']",입문자,['ChatGPT'],"['개발 · 프로그래밍', '교양 · 기타']",['보안프로젝트']
1284,"DNN, CNN, RNN을 활용한 딥러닝 실무","['딥러닝 개발 과정 프로세스의 이해', 'DNN, CNN, RNN의 구성 요소와 모델의 원리 이해', 'Tensorflow Keras의 다양한 Framework에 대한 이해', '다양한 딥러닝 실습을 통한 딥러닝 알고리즘 활용 능력']",초급자,"['CNN', 'rnn', 'dnn', '딥러닝', 'Keras']","['데이터 사이언스', '인공지능']",['마소캠퍼스']
1285,조코딩의 코딩 기초와 웹 풀스택 개발,"['웹 풀스택 프로그래밍', '프론트엔드 개발 (HTML/CSS, Bootstrap & Tailwindcss)', '도메인 등록, SEO 최적화, Google Analytics', 'API 활용', 'JavaScript', 'Node.js & Express', '데이터베이스 & SQLite', 'Deploy', 'CRUD']",입문자,"['HTML/CSS', 'JavaScript', 'Node.js', 'Web API']","['개발 · 프로그래밍', '풀스택']",['조코딩']
1286,딥러닝을 위한 기초 수학,"['인공지능, 머신러닝, 딥러닝의 개념 파악', '딥러닝 알고리즘의 기초 수학적 이해', '딥러닝의 학습 원리 및 오차 수정 방식 이해', '파이썬 가상 환경 구축과 텐서플로우 CPU 활용 능력']",초급자,"['딥러닝', '머신러닝']","['데이터 사이언스', '인공지능']",['마소캠퍼스']
1287,일러스트로 나만의 로고디자인 만들기,"['나만의 로고를 만들어볼수있어요!', '일러스트, 포토샵 기초적인 도구를 익혀볼수있어요!']",입문자,['Illustrator'],"['크리에이티브', '그래픽 디자인']",['스탠리']
1288,구글 데이터 스튜디오 데이터 시각화 입문,"['데이터 시각화를 위한 데이터의 이해', '설명적 시각화를 위한 시각화 차트의 주요 목적 및 활용 실습', '탐색적 시각화를 지원하는 사용자 상호작용 시각화 대시보드 제작', '이기종 데이터 연동을 통한 의사결정 실무 시각화 대시보드 제작', '비즈니스 의사결정을 지원하는 통합 데이터 대시보드 제작']",입문자,['Google Datastudio'],"['데이터 사이언스', '데이터 시각화']",['마소캠퍼스']
1289,[LV2] 이펙터로 취업하기 위한 포트폴리오 만들기,"['나이아가라 노드', '나이아가라', '나이아가라 이미터 활용', '쉐이더(Material) 활용', '폭발 이펙트를 만들기 위한 요소들 알아가기', '이펙트를 더 쉽고 빠르게 만들기 위한 추가 기능']",중급자,"['VFX', 'Unreal Engine', 'Blender', 'Niagara']","['게임 개발', '게임 아트 · 그래픽']",['원띵']
1290,지금 당장 NodeJS 백엔드 개발 [사주 만세력],"['ExpressJS', 'Sequelize (ORM)', 'MySQL', 'DB 및 API 설계', 'HTTP 통신, JWT 인증']",초급자,"['Node.js', 'JWT']","['개발 · 프로그래밍', '백엔드']",['지금 당장']
1291,통계 분석 마스터 클래스,"['수집한 데이터를 읽고 요약하는 기술통계 및 시각화 역량', '확률과 추론을 통해 미래의 데이터를 예측할 수 있는 역량', '카이제곱 검정, T검정, 회귀분석 등 다양한 통계 분석 역량', '현실의 비즈니스 문제(Business Question)를 해결하는 최적의 방법을 찾아내는 역량']",초급자,['통계'],"['학문 · 외국어', '수학']",['마소캠퍼스']
1292,[무료 MS RPA를 활용한 업무 자동화] Power Automate Desktop Essentials,"['RPA(로봇 자동화)의 이해', 'Power Automate Desktop 설치', 'Power Automate Desktop 화면 및 메뉴', 'Microsoft RPA, Power Automate의 이해', 'Power Automate Desktop 템플릿 소개 및 이용방법', 'Hello PAD! 메시지 창 띄우기', 'Power Automate Desktop 변수 (Variable)', '숫자 변수 연산자와 계산', '문자 타입 변수', '날짜 타입 변수', '목록 변수', '문법 - 조건문 IF', '문법 – 분기 Switch', '문법 - 반복문', '실제 업무에 적용 - 파일/폴더', '실제 업무에 적용 - PDF 문서']",초급자,"['RPA', 'MS-Office', 'Power Automate']","['비즈니스 · 마케팅', '업무 자동화']",['오마스']
1293,지금 당장 데브옵스 AWS,"['AWS 클라우드', '데브옵스']",초급자,['AWS'],"['개발 · 프로그래밍', '데브옵스 · 인프라']",['지금 당장']
1294,초보자를 위한 파워포인트 속성 강의,"['파워포인트2016 기능 익히기', '텍스트 입력과 워드아트, 클립아트, 그림 삽입하여 슬라이드 만들기', '도형과 스마트아트 그래픽으로 멋진 슬라이드 만들기', '멀티미디어와 애니메이션 지정으로 효과 지정']",입문자,"['PowerPoint', 'MS-Office']","['비즈니스 · 마케팅', '오피스']",['박쌤컴퓨터']
1295,데이터 기반 마케팅 영업 전략 실무 마스터 클래스,"['효율적인 데이터 관리 방법', '데이터 분석 방법 및 활용 방안', '비즈니스 실습 데이터셋 기반 마케팅 전략 강화', '데이터 기반 검정을 통한 결과 도출 방법']",초급자,"['Excel', '퍼포먼스 마케팅']","['데이터 사이언스', '데이터 분석']",['마소캠퍼스']
1296,데이터 기반 전략 수립 실무 마스터 클래스,"['데이터 분석 도구의 이해와 활용 방법', '데이터를 기반한 정확한 의사결정 능력', '시뮬레이션을 통한 실무 역량 강화', '가상 데이터 기반 결론 도출 방법']",초급자,"['Excel', '경영노하우']","['데이터 사이언스', '데이터 분석']",['마소캠퍼스']
1297,[중급편] 친절한 JETPACK 개론 <상> (Android Kotlin),"['ViewBinding / DataBinding / ViewModel / LiveData', 'Retrofit', '약간의 코루틴(Coroutine)', 'ROOM', 'WorkManager', 'Navigation']",중급자,"['Jetpack', 'Kotlin', 'Android']","['BEST', '개발 · 프로그래밍', '모바일 앱 개발']",['개복치개발자']
1298,생활코딩 - SQLite,"['SQLite의 개념 및 이해', '데이터베이스 CRUD 기초 (Select, Insert, Update, Delete)']",초급자,"['DBMS/RDBMS', 'SQLite']","['개발 · 프로그래밍', '데이터베이스']",['Egoing Lee']
1299,"[LV1] 왕초보 이펙트 (VFX) 기초부터 튼튼하게! (UE5, Blender)","['언리얼로 이펙트 제작하는 방법', '이펙트 텍스쳐 그리는 방법', '언리얼에서 이펙트 제작에 필요한 가장 핵심적인 기능을 다루는 방법', '탄탄한 기초를 기반으로 다른 것도 응용해볼 수 있는 이펙트 기초', '나이아가라로 이펙트 제작하는 방법']",입문자,"['VFX', 'Unreal Engine', 'Blender', 'Niagara']","['게임 개발', '게임 아트 · 그래픽']",['원띵']
1300,한번에 끝내는 워드프로세서 자격증 취득(필기+실기),"['한글2020을 이용한 워드프로세서자격증 취득', '한글2020을 이용한 문서작성']",입문자,"['워드프로세서', '한글']","['커리어', '기타']",['박쌤컴퓨터']
1301,젭(ZEP) 메타버스 월드 만들기,"['젭(ZEP)이란 무엇이며, 어떤 특징이 있는지', '젭을 사용하여 어떻게 의사소통할 수 있는지', '젭을 활용하여 운영할 수 있는 이벤트의 종류', '젭의 맵 에디터를 사용하여 어떻게 메타버스 월드를 만들 수 있는지']",입문자,"['메타버스', '플랫폼 비즈니스']","['크리에이티브', '기타']",['박형주']
1302,파이썬 실무,"['파이썬을 이용한 실무 데이터의 효율적 활용', '파이썬 데이터 취합, 전처리를 통해 분석할 수 있는 마스터데이터 셋 제작', '파이썬 데이터 시각화와 인사이트 도출', '머신러닝 개념 입문']",초급자,"['Python', 'Numpy', 'Pandas', 'Matplotlib', 'Folium']","['데이터 사이언스', '데이터 분석']",['마소캠퍼스']
1303,엑셀 업무 자동화 - 파워쿼리,"['각종 자료의 수집, 편집 가공을 손쉽게 자동화', '데이터 처리 규칙을 만들고 여러 데이터를 합치는 과정을 자동화', '예약된 일정에 따라 환율, 설문, 애널리틱스 등의 데이터 자동 갱신 지정 가능', '저장된 작업 내역을 이용한 반복 작업 자동화와 오류 수정 가능']",초급자,"['Excel PowerQuery', 'Excel']","['비즈니스 · 마케팅', '오피스']",['마소캠퍼스']
1304,디지털 마케팅 부트캠프,"['ROI전략을 기반으로 하는 의사결정 능력', '데이터 분석 역량과 GA 활용 실무 지식', '가시적인 성과를 만들어내는 디지털 채널, 마케팅 전략', '그로스해킹 방법론을 적용한 실무 역량']",입문자,"['디지털 마케팅', 'Google Analytics', '그로스해킹', '퍼포먼스 마케팅']","['비즈니스 · 마케팅', '마케팅']",['마소캠퍼스']
1305,로블록스에서 파이썬으로 메타버스 구현하기,"['로블록스 게임 개발', 'Python', 'API 연동', 'JSON', '메타버스', '디지털 트윈']",초급자,"['Roblox', '메타버스', 'Flask']","['게임 개발', '게임 프로그래밍']",['에피노']
1306,현직 CISO가 알려주는 정보보호/정보기술 채용 합격 비법,"['정보보호/정보기술 채용 합격 전략', '정보보호/정보기술 채용 시장 분석', '정보보호/정보기술 서류 작성 방법', '정보보호/정보기술 채용 면접']",입문자,"['이력서', '면접']","['보안 · 네트워크', '보안']",['보안프로젝트']
1307,처음 만나는 실전 메타버스 - 개념부터 활용까지,"['메타버스의 개념', '메타버스 산업구조', '메타버스 신사업 아이디어', '게더타운 사용법 및 스페이스 제작법', '로블록스 스튜디오 사용법 및 월드 제작법']",입문자,"['메타버스', 'Roblox', 'Gather.Town']","['비즈니스 · 마케팅', '기타']",['박형주']
1308,[초급편] 안드로이드 커뮤니티 앱 만들기(Android Kotlin),"['게시글 생성, 읽기, 수정, 삭제', '웹의 컨텐츠 불러오기, 저장해놓기(북마크)', '파이어베이스 인증(Auth), 데이터베이스(database), 이미지저장(Storage)']",초급자,"['Android', 'Kotlin', 'Firebase']","['BEST', '개발 · 프로그래밍', '모바일 앱 개발']",['개복치개발자']
1309,오토캐드 2022 기초를 탄탄하게 (초급편 자막제공),"['새로운 버전 오토캐드 2022', '오토캐드 명령어']",입문자,"['AutoCAD', 'CAD']","['크리에이티브', 'CAD · 3D 모델링']",['컴티']
1310,ISMS-P 인증심사원 자격검정 기본/실무 과정 시리즈 07 - T5. 클라우드 및 네트워크 보안,"['정보보호관리체계인증', 'ISMS-P 인증 심사원 준비', 'ISMS-P 인증 제도 이해', '보안 실무에 필요한 ISMS-P 인증']",초급자,['ISMS-P'],"['보안 · 네트워크', '보안']",['보안프로젝트']
1311,ISMS-P 인증심사원 자격검정 기본/실무 과정 시리즈 06 - T4. 개인정보보호 법규 개정(2/2),"['정보보호관리체계인증', 'ISMS-P 인증 심사원 준비', 'ISMS-P 인증 제도 이해', '보안 실무에 필요한 ISMS-P 인증']",초급자,['ISMS-P'],"['보안 · 네트워크', '보안']",['보안프로젝트']
1312,우디의 유튜브 채널 운영을 위한 포토샵 디자인,"['포토샵', '유튜브 섬네일', '유튜브 배너', '유튜브 프로필', '유튜브 최종화면', '예능 자막']",입문자,"['Photoshop', '유튜브']","['크리에이티브', '그래픽 디자인']",['롤스토리디자인연구소']
